PERMIT NUMBER,OWNER NAME,OPERATING NAME,BUSINESS NAME,STREET,CITY,STATE,ZIP,COUNTY,Latitude,Longitude,Accuracy Score,Accuracy Type
CA-W-22834,JAMBE DE BOIS WINES LLC,,JAMBE DE BOIS WINES,1 VINTAGE LN,GLEN ELLEN,CA,42476,SONOMA,38.383447,-122.524156,0.9,range_interpolation
CA-W-3363,LASSETER FAMILY WINERY LLC,LASSETER FAMILY WINERY,LASSETER FAMILY WINERY,1 VINTAGE LN,GLEN ELLEN,CA,95442,SONOMA,38.383447,-122.524156,1,range_interpolation
CA-W-22628,LASSETER FAMILY WINERY LLC,LASSETER FAMILY WINERY,LASSETER FAMILY WINERY,3875 TRINITY RD,GLEN ELLEN,CA,95442,SONOMA,38.39835,-122.483826,1,rooftop
CA-W-3599,"LITTLE VINEYARDS FAMILY WINERY, LLC",LITTLE VINEYARDS FAMILY WINERY,LITTLE VINEYARDS FAMILY WINERY,15188 SONOMA HWY,GLEN ELLEN,CA,95442,SONOMA,38.343914,-122.504581,1,rooftop
CA-W-3385,MAYO FAMILY WINERY,,MAYO FAMILY WINERY,8801 BENNETT VALLEY RD,GLEN ELLEN,CA,95442,SONOMA,38.386869,-122.565166,1,range_interpolation
CA-W-3389,MAYO FAMILY WINERY,,MAYO FAMILY WINERY,13101 ARNOLD DR,GLEN ELLEN,CA,95442,SONOMA,38.370387,-122.516855,1,rooftop
CA-W-15585,"SPANN VINEYARDS, INC.",SPANN VINEYARDS,SPANN VINEYARDS,12900 MAPLE GLEN RD,GLEN ELLEN,CA,95442,SONOMA,38.382597,-122.482215,1,rooftop
CA-W-22568,STEVE NOBLE LEDSON,MOUNTAIN TERRACES WINERY AND VINEYARD,MOUNTAIN TERRACES WINERY AND VINEYARD,2990 CAVEDALE RD,GLEN ELLEN,CA,95442,SONOMA,38.356808,-122.466579,1,rooftop
CA-W-22129,THE WINE GROUP LLC,BENZIGER FAMILY WINERY,BENZIGER FAMILY WINERY,1883 LONDON RANCH RD,GLEN ELLEN,CA,95442,SONOMA,38.360808,-122.542757,1,rooftop
CA-W-21425,TWO AMIGOS WINERY LLC,TWO AMIGOS WINERY,TWO AMIGOS WINERY,13101 ARNOLD DR,GLEN ELLEN,CA,95442,SONOMA,38.370387,-122.516855,1,rooftop
CA-W-22099,"VINTAGE WINE ESTATES, INC.",B.R. COHN WINERY,B.R. COHN WINERY,15000 SONOMA HWY,GLEN ELLEN,CA,95442,SONOMA,38.34936,-122.501692,1,rooftop
CA-W-21664,VJB LLC,VJB VINEYARDS & WINERY,VJB VINEYARDS & WINERY,11600 DUNBAR RD,GLEN ELLEN,CA,95442,SONOMA,38.388153,-122.527809,1,rooftop
CA-W-21169,WEST COAST WINE PARTNERS LLC,MADRONE ESTATE WINERY,MADRONE ESTATE WINERY,777 MADRONE RD,GLEN ELLEN,CA,95442,SONOMA,38.339789,-122.508396,1,range_interpolation
CA-W-2579,"DREYER WINE, LLC",,DREYER WINE,9119 GRATON RD STE O,GRATON,CA,95444,SONOMA,38.4357,-122.870719,1,rooftop
CA-W-15499,FOUR BEARS WINERY LLC,FOUR BEARS WINERY,FOUR BEARS WINERY,9119 GRATON RD,GRATON,CA,95444,SONOMA,38.4357,-122.870719,1,rooftop
CA-W-21821,"HEMISPHERES, LLC",,HEMISPHERES,9119 GRATON RD,GRATON,CA,95444,SONOMA,38.4357,-122.870719,1,rooftop
CA-W-2126,LANCE CHARLES RANDOLPH,PEIRANO ESTATE VINEYARDS,PEIRANO ESTATE VINEYARDS,9119 GRATON RD STE L,GRATON,CA,95444,SONOMA,38.4357,-122.870719,1,rooftop
CA-W-21494,"PURPLE WINE COMPANY, LLC",PURPLE WINE AND SPIRITS,PURPLE WINE AND SPIRITS,9119 GRATON RD,GRATON,CA,95444,SONOMA,38.4357,-122.870719,1,rooftop
CA-W-17635,"WINERY EXCHANGE, INC.",WX,WX,9119 GRATON RD,GRATON,CA,95444,SONOMA,38.4357,-122.870719,1,rooftop
CA-W-32,F. KORBEL & BROS.,F. KORBEL & BROS.,F. KORBEL & BROS.,13250 RIVER RD,GUERNEVILLE,CA,95446,SONOMA,38.508612,-122.965203,1,rooftop
CA-W-15320,"PORTER-BASS, LLC",PORTER-BASS VINEYARDS,PORTER-BASS VINEYARDS,11750 MAYS CANYON RD,GUERNEVILLE,CA,95446,SONOMA,38.486581,-122.971307,1,rooftop
CA-W-15204,A. RAFANELLI WINERY AND VINEYARDS LP,,A. RAFANELLI WINERY AND VINEYARDS LP,4685 W DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.652812,-122.9351,1,rooftop
CA-W-2446,"A.V.V. WINERY CO., LLC",ALEXANDER VALLEY VINEYARDS,ALEXANDER VALLEY VINEYARDS,8644 HIGHWAY 128,HEALDSBURG,CA,95448,SONOMA,38.655667,-122.786573,1,rooftop
CA-W-23051,"ACCLIVITY VINEYARDS, LLC",,ACCLIVITY VINEYARDS,"25 HEALDSBURG AVE, BLDG 20, 21, 30",HEALDSBURG,CA,95448,SONOMA,38.60347,-122.862594,1,rooftop
CA-W-21058,"ACCOLADE WINES NORTH AMERICA, INC.",GEYSER PEAK WINERY,GEYSER PEAK WINERY,2306 MAGNOLIA RD,HEALDSBURG,CA,95448,SONOMA,38.604571,-122.872326,1,rooftop
CA-W-2195,ACORN ALEGRIA WINERY,,ACORN ALEGRIA WINERY,12040 OLD REDWOOD HWY,HEALDSBURG,CA,95448,SONOMA,38.581968,-122.842293,1,rooftop
CA-W-2663,"ADAMS WINERY, LLC",BELLA VINEYARDS,BELLA VINEYARDS,9711 W DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.705902,-122.980844,1,rooftop
CA-W-23465,ALTBIER OPERATIONS LLC,ALTBIER OPERATIONS,ALTBIER OPERATIONS,499 MOORE LN,HEALDSBURG,CA,95448,SONOMA,38.612846,-122.875936,1,rooftop
CA-W-15900,"AMISTA VINEYARDS, INC.",AMISTA VINEYARDS,AMISTA VINEYARDS,3320 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.651488,-122.920277,1,rooftop
CA-W-17359,"AMOROSA BELLA, LLC",,AMOROSA BELLA,499 MOORE LN,HEALDSBURG,CA,95448,SONOMA,38.612846,-122.875936,1,rooftop
CA-W-15400,ANTHILL FARMS LLC,ANTHILL FARMS WINERY,ANTHILL FARMS WINERY,4791 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.672929,-122.934797,1,rooftop
CA-W-23449,"APERTURE CELLARS, LLC",APERTURE CELLARS,APERTURE CELLARS,12293 OLD REDWOOD HIGHWAY,HEALDSBURG,CA,95448,SONOMA,38.583946,-122.846927,1,range_interpolation
CA-W-21637,"ARISTA WINES, LLC",ARISTA WINES,ARISTA WINES,7011 & 7015 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.61047,-122.86916,0.33,place
CA-W-2276,"ARMIDA WINERY, INC.",,ARMIDA WINERY,2201 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.590488,-122.882269,1,rooftop
CA-W-16217,"ARNOT-ROBERTS, LLC",ARNOT-ROBERTS WINES,ARNOT-ROBERTS WINES,33 HEALDSBURG AVE STE I,HEALDSBURG,CA,95448,SONOMA,38.603302,-122.8638,1,rooftop
CA-W-20333,AUSA PACIFIC LLC,,AUSA PACIFIC,4155 WINE CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.65753,-122.948859,1,rooftop
CA-W-3408,AVANTI VINEYARDS,,AVANTI VINEYARDS,1290 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.632858,-122.896024,1,range_interpolation
CA-W-22315,BANNISTER WINES LLC,BANNISTER WINES,BANNISTER WINES,101 GRANT AVE UNIT F & G,HEALDSBURG,CA,95448,SONOMA,38.597917,-122.85281,1,rooftop
CA-W-15774,BAVARIAN LION WINERY LLC,,BAVARIAN LION WINERY,"25 HEALDSBURG AVE BLDGS. 20,",HEALDSBURG,CA,95448,SONOMA,38.60347,-122.862594,1,rooftop
CA-W-2450,BELVEDERE WINE COMPANY,BRADFORD MOUNTAIN,BRADFORD MOUNTAIN,6309 W DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.673714,-122.965473,1,rooftop
CA-W-21019,"BERTAPELLE CELLARS, LP BC WINERY, LLC GENERAL PARTNER",BERTAPELLE CELLARS,BERTAPELLE CELLARS,"25 HEALDSBURG RD BLDG 20, 21, 30",HEALDSBURG,CA,95448,SONOMA,38.60347,-122.862594,1,rooftop
CA-W-20270,"BLANCHARD FAMILY WINES, LLC",BLANCHARD FAMILY WINES,BLANCHARD FAMILY WINES,109 W NORTH ST,HEALDSBURG,CA,95448,SONOMA,38.611404,-122.875743,1,rooftop
CA-W-23155,"BONANNO VINTNERS, LLC",,BONANNO VINTNERS,1141 GRANT AVE,HEALDSBURG,CA,95448,SONOMA,38.600148,-122.837951,1,rooftop
CA-W-16616,BRASSET CELLARS LLC,BRASSET CELLARS,BRASSET CELLARS,428 HUDSON ST,HEALDSBURG,CA,95448,SONOMA,38.606289,-122.862513,1,rooftop
CA-W-23044,"BRICK & MORTAR WINES, LLC",,BRICK & MORTAR WINES,"25 HEALDSBURG AVE UNIT 20, 21, 30",HEALDSBURG,CA,95448,SONOMA,38.60347,-122.862594,1,rooftop
CA-W-3640,CAL VIN ENTERPRISES CORPORATION,OPTIMA WINERY,OPTIMA WINERY,101 GRANT AVE UNIT F & G,HEALDSBURG,CA,95448,SONOMA,38.597917,-122.85281,1,rooftop
CA-W-17320,"CANNONBALL WINE & SPIRITS, LLC",SHARE A SPLASH WINE CO.,SHARE A SPLASH WINE CO.,499 MOORE LN,HEALDSBURG,CA,95448,SONOMA,38.612846,-122.875936,1,rooftop
CA-W-21530,"CARDINAL RULE WINES, LLC",CARDINAL RULE WINES,CARDINAL RULE WINES,4791 DRY CREEK RD BLDG 9-C,HEALDSBURG,CA,95448,SONOMA,38.672929,-122.934797,1,rooftop
CA-W-20197,CAZADERO WINERY LLC,CAZADERO WINERY,CAZADERO WINERY,11654 LOS AMIGOS RD,HEALDSBURG,CA,95448,SONOMA,38.579127,-122.835531,1,rooftop
CA-W-16067,CERITAS WINES LLC,CERITAS,CERITAS,60 W NORTH ST SUITE A,HEALDSBURG,CA,95448,SONOMA,38.611381,-122.873662,1,range_interpolation
CA-W-16649,"CHARLES NORMAN ELSBREE, JR. AND DIANA LYNN ELSBREE",ELSBREE FAMILY VINEYARDS,ELSBREE FAMILY VINEYARDS,4791 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.672929,-122.934797,1,rooftop
CA-W-2161,"CHATEAU DIANA, LLC",CHATEAU DIANA,CHATEAU DIANA,6195 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.688695,-122.946524,1,rooftop
CA-W-3464,"CHRISTIES OF SONOMA, INC.",CHRISTIES OF SONOMA,CHRISTIES OF SONOMA,851 LIMERICK LN,HEALDSBURG,CA,95448,SONOMA,38.588685,-122.833478,1,rooftop
CA-W-17469,"CHRONICLE WINES, INC.",CHRONICLE WINES,CHRONICLE WINES,851 MAGNOLIA DR,HEALDSBURG,CA,95448,SONOMA,38.592501,-122.861614,1,rooftop
CA-W-22116,"COASTAL WINEWORKS, LLC",KINFOLK,KINFOLK,"25 HEALDSBURG AVE BLDG 20,21,30",HEALDSBURG,CA,95448,SONOMA,38.60347,-122.862594,1,rooftop
CA-W-2554,"COLLIER FALLS VINEYARD, LLC",COLLIER FALLS VINEYARD,COLLIER FALLS VINEYARD,9711 W DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.705902,-122.980844,1,rooftop
CA-W-21101,COMPASS WINDS LLC,COMPASS WINDS,COMPASS WINDS,1010 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.625729,-122.894635,1,rooftop
CA-W-16051,"COPAIN WINE CELLARS, LLC",COPAIN WINE CELLARS,COPAIN WINE CELLARS,7800 EASTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.51868,-122.850712,1,rooftop
CA-W-16037,"D. H. GUSTAFSON FAMILY VINEYARDS, LLC",D.H. GUSTAFSON FAMILY VINEYARDS,D.H. GUSTAFSON FAMILY VINEYARDS,9100 STEWARTS POINT SKAGGS SPRINGS RD,HEALDSBURG,CA,95448,SONOMA,38.671198,-123.031038,0.8,rooftop
CA-W-23434,"D. NOVY LEE, LLC",FLAUNT WINE COMPANY,FLAUNT WINE COMPANY,851 MAGNOLIA DR,HEALDSBURG,CA,95448,SONOMA,38.592501,-122.861614,1,rooftop
CA-W-1936,DAN PETE TELDESCHI,F. TELDESCHI WINERY,F. TELDESCHI WINERY,3555 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.655638,-122.921966,1,rooftop
CA-W-15298,"DAVERO SONOMA, INC.",DAVERO SONOMA,DAVERO SONOMA,766 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.603549,-122.883985,1,rooftop
CA-W-3434,DAVIS-LEHRMITAGE LLC,DAVIS-LEHRMITAGE,DAVIS-LEHRMITAGE,52 FRONT ST,HEALDSBURG,CA,95448,SONOMA,38.606082,-122.861358,1,rooftop
CA-W-20154,"DE LA MONTANYA WINERY, INC.",DE LA MONTANYA WINERY AND VINEYARDS,DE LA MONTANYA WINERY AND VINEYARDS,999 FOREMAN LN,HEALDSBURG,CA,95448,SONOMA,38.580861,-122.878946,1,rooftop
CA-W-22090,"DENNIS M., GARY M., JAMES M. AND LILLIAN E. KIMMEL",KIMMEL & SONS,KIMMEL & SONS,499 MOORE LN,HEALDSBURG,CA,95448,SONOMA,38.612846,-122.875936,1,rooftop
CA-W-23190,"DEVOTO-WADE, LLC.",GOLDEN STATE CIDER,GOLDEN STATE CIDER,1451 GROVE ST,HEALDSBURG,CA,95448,SONOMA,38.630844,-122.87715,1,rooftop
CA-W-15802,"DIAMOND RIDGE ESTATE WINERY AND VINEYARDS, INC.",MALM CELLARS,MALM CELLARS,119 W NORTH ST,HEALDSBURG,CA,95448,SONOMA,38.611573,-122.875744,1,rooftop
CA-W-23419,DOMAINE DUPUITS LLC,DUPUIS WINES,DUPUIS WINES,"25 HEALDSBURG AVE BLDG 20, 21, 30",HEALDSBURG,CA,95448,SONOMA,38.60347,-122.862594,1,rooftop
CA-W-1760,DOMAINE ST. GEORGE,,DOMAINE ST. GEORGE,1141 GRANT AVE,HEALDSBURG,CA,95448,SONOMA,38.600148,-122.837951,1,rooftop
CA-W-22406,"DRAXTON WINE STORAGE, LLC",,DRAXTON WINE STORAGE,1141 GRANT AVE,HEALDSBURG,CA,95448,SONOMA,38.600148,-122.837951,1,rooftop
CA-W-483,DRY CREEK VINEYARD INC.,DRY CREEK VINEYARD,DRY CREEK VINEYARD,3770 LAMBERT BRIDGE RD,HEALDSBURG,CA,95448,SONOMA,38.652842,-122.924882,1,rooftop
CA-W-21739,"E STRING CELLARS, LLC",CAPO CREEK WINERY,CAPO CREEK WINERY,7171 W DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.680954,-122.953128,1,rooftop
CA-W-17752,E. & J. GALLO WINERY,J VINEYARDS & WINERY,J VINEYARDS & WINERY,11447 OLD REDWOOD HWY,HEALDSBURG,CA,95448,SONOMA,38.572762,-122.842739,1,rooftop
CA-W-1947,E. & J. GALLO WINERY,GALLO FAMILY VINEYARDS,GALLO FAMILY VINEYARDS,3387 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.66024,-122.915438,1,rooftop
CA-W-21292,E3 STRATEGIES LLC,ROADHOUSE WINES,ROADHOUSE WINES,121 W NORTH ST,HEALDSBURG,CA,95448,SONOMA,38.611544,-122.875928,1,rooftop
CA-W-22166,"ECO TERRENO WINES, INC.",ECO TERRENO WINES,ECO TERRENO WINES,2859 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.650434,-122.91196,1,rooftop
CA-W-22701,"EIFRIG CELLARS, LLC",,EIFRIG CELLARS,1290 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.632858,-122.896024,1,range_interpolation
CA-W-22062,EMMITT-SCORSONE WINES LLC,,EMMITT-SCORSONE WINES,1830 JAMESON RD,HEALDSBURG,CA,95448,SONOMA,38.62492,-122.913929,1,rooftop
CA-W-15469,"ERIK MILLER WINES, INC.",KOKOMO WINES,KOKOMO WINES,4791 DRY CREEK RD BLDG # 9-C,HEALDSBURG,CA,95448,SONOMA,38.672929,-122.934797,1,rooftop
CA-W-20149,ESTATE 1856 WINES LLC,ESTATE 1856 WINES,ESTATE 1856 WINES,2859 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.650434,-122.91196,1,rooftop
CA-W-21443,FEDERICA CALABRESI,FEDE' VINEYARDS,FEDE' VINEYARDS,310 SUNNYVALE DR,HEALDSBURG,CA,95448,SONOMA,38.629301,-122.868433,1,rooftop
CA-W-3490,"FERRARI-CARANO VINEYARDS AND WINERY, LLC",FERRARI-CARANO VINEYARDS AND WINERY,FERRARI-CARANO VINEYARDS AND WINERY,8761 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.711367,-122.978337,0.8,rooftop
CA-W-764,"FIELD STONE WINERY & VINEYARD, INC.",FIELD STONE WINERY,FIELD STONE WINERY,10075 HIGHWAY 128,HEALDSBURG,CA,95448,SONOMA,38.63959,-122.775464,1,rooftop
CA-W-21521,FIERI ENTERPRISES LLC,,FIERI ENTERPRISES,52 FRONT ST,HEALDSBURG,CA,95448,SONOMA,38.606082,-122.861358,1,rooftop
CA-W-20142,"FIGHTING IRISH WINES, INC.",,FIGHTING IRISH WINES,109 W NORTH ST STE 16,HEALDSBURG,CA,95448,SONOMA,38.611404,-122.875743,1,rooftop
CA-W-22294,"FLOWERS VINEYARD AND WINERY, LLC",,FLOWERS VINEYARD AND WINERY,4035 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.564108,-122.873021,1,rooftop
CA-W-17480,"FOLEY FAMILY WINES, INC.",CHALK HILL ESTATE WINERY,CHALK HILL ESTATE WINERY,10300 CHALK HILL RD,HEALDSBURG,CA,95448,SONOMA,38.572208,-122.773881,1,rooftop
CA-W-16566,FORTH DRY CREEK ESTATE LLC,FORTH VINEYARDS,FORTH VINEYARDS,5 FITCH ST UNIT B,HEALDSBURG,CA,95448,SONOMA,38.607727,-122.867059,1,rooftop
CA-W-2878,"FRANCISCAN VINEYARDS, INC.",SIMI WINERY,SIMI WINERY,16275 HEALDSBURG AVE,HEALDSBURG,CA,95448,SONOMA,38.640473,-122.873711,1,rooftop
CA-W-22336,"FRIEDEMAN WINES, LLC",FRIEDEMAN WINES,FRIEDEMAN WINES,"25 HEALDSBURG AVE BLDG 20, 21, 30",HEALDSBURG,CA,95448,SONOMA,38.60347,-122.862594,1,rooftop
CA-W-21009,"FRONT PORCH FARM, LLC",,FRONT PORCH FARM,851 MAGNOLIA DR,HEALDSBURG,CA,95448,SONOMA,38.592501,-122.861614,1,rooftop
CA-W-16604,GARY RICHARD BRANHAM,BRANHAM ESTATE WINES,BRANHAM ESTATE WINES,1141 GRANT AVE,HEALDSBURG,CA,95448,SONOMA,38.600148,-122.837951,1,rooftop
CA-W-3503,"GEORGE WINE COMPANY, LLC",GEORGE WINE COMPANY,GEORGE WINE COMPANY,10295 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.502415,-122.896546,1,rooftop
CA-W-17524,"GF WINES, LLC",GARY FARRELL WINERY,GARY FARRELL WINERY,10701 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.507527,-122.897338,1,rooftop
CA-W-23201,GOAT ROCK CIDER COMPANY LLC,,GOAT ROCK CIDER COMPANY,107 W NORTH ST STE B,HEALDSBURG,CA,95448,SONOMA,38.611368,-122.875582,1,rooftop
CA-W-21171,"GONZAGUE & CLAIRE LURTON VINEYARDS, INC.",TRINITE WINERY,TRINITE WINERY,10603 CHALK HILL RD,HEALDSBURG,CA,95448,SONOMA,38.579005,-122.774283,1,rooftop
CA-W-22174,"GORE FAMILY VINEYARDS, LLC",GORE FAMILY VINEYARDS,GORE FAMILY VINEYARDS,119 W NORTH ST,HEALDSBURG,CA,95448,SONOMA,38.611573,-122.875744,1,rooftop
CA-W-21882,"GRAPESEED WINE FUND, LLC",,GRAPESEED WINE FUND,"25 HEALDSBURG AVE BLDG 20, 21, 30",HEALDSBURG,CA,95448,SONOMA,38.60347,-122.862594,1,rooftop
CA-W-3539,GREG & NANCY CHAMBERS,KACHINA VINEYARDS,KACHINA VINEYARDS,7564 W DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.687074,-122.955938,1,rooftop
CA-W-20461,"GUADAGNI FAMILY WINES, LLC",GUADAGNI FAMILY WINES,GUADAGNI FAMILY WINES,1431 A&B GROVE ST,HEALDSBURG,CA,95448,SONOMA,38.61047,-122.86916,0.33,place
CA-W-16290,H.D.D. LLC,TRUETT HURST,TRUETT HURST,5610 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.679848,-122.942236,1,rooftop
CA-W-17768,"HAFNER VINEYARD, LLC",,HAFNER VINEYARD,4280 PINE FLAT RD,HEALDSBURG,CA,95448,SONOMA,38.681079,-122.803727,1,rooftop
CA-W-23336,"HALL WINES, LLC",HALL WINES,HALL WINES,779 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.604178,-122.883965,1,range_interpolation
CA-W-22282,"HANDAL-DENIER VINEYARDS, LLC",HANDAL-DENIER VINEYARDS,HANDAL-DENIER VINEYARDS,5 FITCH ST UNIT B,HEALDSBURG,CA,95448,SONOMA,38.607727,-122.867059,1,rooftop
CA-W-1992,HANNA WINERY INC.,,HANNA WINERY,9280 HIGHWAY 128,HEALDSBURG,CA,95448,SONOMA,38.651685,-122.779317,1,rooftop
CA-W-21303,HAUCK CELLARS LLC,HAUCK CELLARS,HAUCK CELLARS,999 FOREMAN LN,HEALDSBURG,CA,95448,SONOMA,38.580861,-122.878946,1,rooftop
CA-W-23326,"HAUS BEVERAGE, INC.",HAUS BEVERAGE,HAUS BEVERAGE,1337 GROVE ST STE D,HEALDSBURG,CA,95448,SONOMA,38.627892,-122.876403,0.8,nearest_rooftop_match
CA-W-21575,HBG WINE SERVICES LLC,,HBG WINE SERVICES,1430 GROVE ST,HEALDSBURG,CA,95448,SONOMA,38.629238,-122.87619,1,rooftop
CA-W-22039,"HEALDSBURG CUSTOM CRUSH, INC.",HEALDSBURG CUSTOM CRUSH,HEALDSBURG CUSTOM CRUSH,"25 HEALDSBURG AVE BLDG 20, 21, 30",HEALDSBURG,CA,95448,SONOMA,38.60347,-122.862594,1,rooftop
CA-W-21129,HERITAGE VINEYARDS OF NAPA LLC,,HERITAGE VINEYARDS OF NAPA,12707 OLD REDWOOD HWY,HEALDSBURG,CA,95448,SONOMA,38.589653,-122.85111,1,rooftop
CA-W-16286,HUTCHINSON WINES INC.,AMPHORA WINERY,AMPHORA WINERY,4791 DRY CREEK RD BLDG # 6,HEALDSBURG,CA,95448,SONOMA,38.672929,-122.934797,1,rooftop
CA-W-16040,I.S.R. VINEYARDS ASSOCIATION,MACLEOD FAMILY VINEYARD,MACLEOD FAMILY VINEYARD,2859 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.650434,-122.91196,1,rooftop
CA-W-23369,"INTENT WINES, LLC",,INTENT WINES,10295 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.502415,-122.896546,1,rooftop
CA-W-3028,"J. ROCHIOLI VINEYARD & WINERY, LLC",ROCHIOLI WINERY,ROCHIOLI WINERY,6192 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.535106,-122.867244,1,rooftop
CA-W-23082,J.VAN SANT WINES LLC,JACLYNN RENEE WINES,JACLYNN RENEE WINES,1290 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.632858,-122.896024,1,range_interpolation
CA-W-16490,"JACKSON FAMILY WINES, INC.",STONESTREET WINERY,STONESTREET WINERY,7111 HIGHWAY 128,HEALDSBURG,CA,95448,SONOMA,38.662348,-122.817217,1,rooftop
CA-W-22559,"JACKSON FAMILY WINES, INC.",,JACKSON FAMILY WINES,10075 HIGHWAY 128,HEALDSBURG,CA,95448,SONOMA,38.63959,-122.775464,1,rooftop
CA-W-16491,"JACKSON FAMILY WINES, INC.",VERITE WINERY,VERITE WINERY,4611 THOMAS RD,HEALDSBURG,CA,95448,SONOMA,38.614221,-122.769164,1,rooftop
CA-W-22507,"JACKSON FAMILY WINES, INC.",COPAIN WINE CELLARS,COPAIN WINE CELLARS,7800 EASTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.51868,-122.850712,1,rooftop
CA-W-21112,"JACKSON FAMILY WINES, INC.",PARTAKE BY KJ,PARTAKE BY KJ,241 HEALDSBURG AVE,HEALDSBURG,CA,95448,SONOMA,38.609038,-122.870294,1,range_interpolation
CA-W-2291,JAMES F. FORCHINI AND ANITA K. FORCHINI,FORCHINI VINEYARDS AND WINERY,FORCHINI VINEYARDS AND WINERY,5141 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.677375,-122.935107,1,rooftop
CA-W-17378,"JIGAR PATEL WINES, INC.",JIGAR WINES,JIGAR WINES,4791 DRY CREEK RD 15,HEALDSBURG,CA,95448,SONOMA,38.672929,-122.934797,1,rooftop
CA-W-3174,JOHN A. HOLDREDGE & CARRIE J. O'LOUGHLIN,HOLDREDGE WINES,HOLDREDGE WINES,51 FRONT ST,HEALDSBURG,CA,95448,SONOMA,38.606095,-122.862067,1,rooftop
CA-W-2321,"JOHN HAWLEY WINES, INC.",HAWLEY WINERY,HAWLEY WINERY,6387 W DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.672654,-122.955374,1,rooftop
CA-W-21792,JOHN MICHAEL KOETZNER,CHATEAU LEAN-TO,CHATEAU LEAN-TO,376 W GRANT ST,HEALDSBURG,CA,95448,SONOMA,38.615415,-122.880301,1,rooftop
CA-W-16911,JOSEPH JEWELL WINES LLC,JOSEPH JEWELL WINES,JOSEPH JEWELL WINES,10295 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.502415,-122.896546,1,rooftop
CA-W-2894,"JPPZ, INC.",DEUX AMIS WINERY,DEUX AMIS WINERY,1290 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.632858,-122.896024,1,range_interpolation
CA-W-22415,JUSTIN VINEYARDS & WINERY LLC,LANDMARK VINEYARDS,LANDMARK VINEYARDS,6050 WESTSIDE RD,HEALDSBURG,CA,95448,SONOMA,38.53636,-122.867476,1,rooftop
CA-W-2020,JVW CORPORATION,JORDAN VINEYARD & WINERY,JORDAN VINEYARD & WINERY,1474 ALEXANDER VALLEY RD,HEALDSBURG,CA,95448,SONOMA,38.655886,-122.844112,1,rooftop
CA-W-16463,"KEATING WINES, LLC",KEATING WINES,KEATING WINES,2859 DRY CREEK RD,HEALDSBURG,CA,95448,SONOMA,38.650434,-122.91196,1,rooftop
CA-W-1824,KEITH A. MIETZ,MIETZ CELLARS,MIETZ CELLARS,602 LIMERICK LN,HEALDSBURG,CA,95448,SONOMA,38.587207,-122.837224,1,rooftop
CA-W-23122,"KELSEY PHELPS WINES, LLC",,KELSEY PHELPS WINES,499 MOORE LN,HEALDSBURG,CA,95448,SONOMA,38.612846,-122.875936,1,rooftop
CA-W-15836,KENNETH D. SIMONCINI,SIMONCINI VINEYARDS,SIMONCINI VINEYARDS,2307 W DRY CREEK,HEALDSBURG,CA,95448,SONOMA,38.630644,-122.905135,1,rooftop
CA-W-22379,KEVIN CASEY,FINNELLA CELLARS,FINNELLA CELLARS,25 HEALDSBURG AVE,HEALDSBURG,CA,95448,SONOMA,38.60347,-122.862594,1,rooftop
